Reference PDB,ESMF PDB,scTM Value,RMSD Value
2prv.pdb,2prv.pdb,0.9241602072666717,1.5563142
1ss4.pdb,1ss4.pdb,0.9309104513283699,1.0978434
1lom.pdb,1lom.pdb,0.46123521948545915,15.495821
1y4m.pdb,1y4m.pdb,0.5879255918411531,11.220788
3p8a.pdb,3p8a.pdb,0.9435303436152024,1.1896782
3h3h.pdb,3h3h.pdb,0.9520156768671119,0.8158013
3d9r.pdb,3d9r.pdb,0.9488548397782365,1.2874554
4n04.pdb,4n04.pdb,0.947367817666309,0.8636093
2h8l.pdb,2h8l.pdb,0.9563979388325556,1.1268433
2p14.pdb,2p14.pdb,0.9555055955951539,0.92332745
1tly.pdb,1tly.pdb,0.8697818801472615,2.7544684
1thx.pdb,1thx.pdb,0.9674039825893965,0.6400341
2npb.pdb,2npb.pdb,0.6834092935526126,2.9432833
2rbb.pdb,2rbb.pdb,0.8883557716843037,1.5863558
4cgx.pdb,4cgx.pdb,0.3146407506930118,15.210986
2i7r.pdb,2i7r.pdb,0.9142236070753752,1.1885751
2ch9.pdb,2ch9.pdb,0.8924900118722471,2.3672698
1jyk.pdb,1jyk.pdb,0.9802294512907109,0.64881986
1b78.pdb,1b78.pdb,0.9788806243806477,0.6407197
1xq8.pdb,1xq8.pdb,0.32182777675088853,15.427316
2kx2.pdb,2kx2.pdb,0.7438648427153867,2.3463924
2h9d.pdb,2h9d.pdb,0.4455968713157721,16.602076
1xou.pdb,1xou.pdb,0.6958089984674822,2.7868207
5j9b.pdb,5j9b.pdb,0.9580023274615077,0.78690284
1x99.pdb,1x99.pdb,0.9279430561578973,1.0585053
4bf3.pdb,4bf3.pdb,0.8177788822909583,2.5148058
3cni.pdb,3cni.pdb,0.9480324908205104,0.9049816
2jzj.pdb,2jzj.pdb,0.8306470782914454,3.7766185
1x4w.pdb,1x4w.pdb,0.6459775293681543,7.24323
2pqf.pdb,2pqf.pdb,0.9578759003125336,0.8141636
2x5y.pdb,2x5y.pdb,0.9619393686190202,0.7731625
2ml5.pdb,2ml5.pdb,0.44161598214557013,11.859909
1w4v.pdb,1w4v.pdb,0.9474000592285965,0.80193156
4ew5.pdb,4ew5.pdb,0.8236667616746166,4.9766483
2gts.pdb,2gts.pdb,0.7452625643787805,3.234597
1i9d.pdb,1i9d.pdb,0.9417264929017788,0.9292561
3f7s.pdb,3f7s.pdb,0.9132909968772627,1.2908146
2qnt.pdb,2qnt.pdb,0.9023749350065409,2.110828
2mzb.pdb,2mzb.pdb,0.8605424874657429,2.174752
3hdc.pdb,3hdc.pdb,0.9379211016362827,1.4095874
2r6u.pdb,2r6u.pdb,0.8795522183497062,1.6753484
3cgx.pdb,3cgx.pdb,0.9382956505131743,1.2312273
4g6x.pdb,4g6x.pdb,0.9759287703346397,0.5584129
2lns.pdb,2lns.pdb,0.6534912794216323,6.3446517
4mo0.pdb,4mo0.pdb,0.9603798634441025,0.50427955
1nm3.pdb,1nm3.pdb,0.7279794458581744,4.519336
2l6c.pdb,2l6c.pdb,0.8151211979278083,1.8258954
1pv0.pdb,1pv0.pdb,0.7349363269223249,4.7889056
2nr5.pdb,2nr5.pdb,0.6951871430699128,2.1347287
2gu3.pdb,2gu3.pdb,0.9679754008096646,0.66399926
1faf.pdb,1faf.pdb,0.7972107031510198,2.3520305
1i2t.pdb,1i2t.pdb,0.9419611514687298,0.60267377
2vq9.pdb,2vq9.pdb,0.9172623950284905,1.2472669
2fk5.pdb,2fk5.pdb,0.9537484990657251,1.3371698
2wgo.pdb,2wgo.pdb,0.6240863166820502,5.0815473
3f9s.pdb,3f9s.pdb,0.8807813721649761,1.8587501
5evh.pdb,5evh.pdb,0.9412746747325577,0.93458706
3m4r.pdb,3m4r.pdb,0.9559861752163954,1.0567168
1n02.pdb,1n02.pdb,0.9035627458998636,1.2825818
3fgy.pdb,3fgy.pdb,0.9437529620889871,0.97446877
3apa.pdb,3apa.pdb,0.9777019961236697,0.5068485
1a1x.pdb,1a1x.pdb,0.38744811417843195,9.059507
3kol.pdb,3kol.pdb,0.9059645644898341,1.3760262
4euy.pdb,4euy.pdb,0.8515452710352678,1.8364884
1kll.pdb,1kll.pdb,0.9425156527842069,0.9073836
1qoy.pdb,1qoy.pdb,0.9020177142146959,1.9908637
3keb.pdb,3keb.pdb,0.9603203797175659,0.835686
2f51.pdb,2f51.pdb,0.9708652871251687,0.54361475
2k18.pdb,2k18.pdb,0.7248062488399604,3.942005
1zyn.pdb,1zyn.pdb,0.96811575732969,0.78187746
1so9.pdb,1so9.pdb,0.7144830497676213,4.256203
3ous.pdb,3ous.pdb,0.9363054638868447,0.7937531
3oxh.pdb,3oxh.pdb,0.9507770782449566,1.6069304
3gm5.pdb,3gm5.pdb,0.8825866561270659,3.8354871
3ec9.pdb,3ec9.pdb,0.9734173562023064,0.5675866
2rfr.pdb,2rfr.pdb,0.9499977829040863,0.98989224
2dlx.pdb,2dlx.pdb,0.7359990841008625,7.4751344
3k2j.pdb,3k2j.pdb,0.9316094905185786,1.2323551
1z9i.pdb,1z9i.pdb,0.30871712393832007,6.921258
3f7c.pdb,3f7c.pdb,0.8152222127148633,7.7059026
4j8t.pdb,4j8t.pdb,0.9408363107790318,0.9122424
1y74.pdb,1y74.pdb,0.6997511074724315,1.9391155
3fhk.pdb,3fhk.pdb,0.9542160225070506,0.8866496
2rsx.pdb,2rsx.pdb,0.8413235953611095,2.7937157
3c0n.pdb,3c0n.pdb,0.6126714933700789,11.292281
2nn4.pdb,2nn4.pdb,0.9605644319181836,0.46636662
2lkl.pdb,2lkl.pdb,0.5636491002186996,4.3439527
1v84.pdb,1v84.pdb,0.906715791689632,1.6840956
4dw0.pdb,4dw0.pdb,0.8635128118366658,2.7953074
1wnh.pdb,1wnh.pdb,0.9764371939857454,0.667921
4hqs.pdb,4hqs.pdb,0.9589797335702432,0.79380697
1a2p.pdb,1a2p.pdb,0.9767280958400064,0.51346874
4r80.pdb,4r80.pdb,0.9468454355886233,0.5857062
3dxr.pdb,3dxr.pdb,0.7980868029787099,5.359469
3t0q.pdb,3t0q.pdb,0.948370732583258,1.3916738
3zij.pdb,3zij.pdb,0.9392447971450211,0.9015328
3ec3.pdb,3ec3.pdb,0.9454284458237018,1.2465796
1u6t.pdb,1u6t.pdb,0.9250613804299839,1.0827847
2m80.pdb,2m80.pdb,0.8383741918023261,1.6622722
1z3e.pdb,1z3e.pdb,0.9346584287307342,0.96892637
1wdj.pdb,1wdj.pdb,0.991067666388496,0.4233611
1sjw.pdb,1sjw.pdb,0.9369857543782334,1.0935804
1vmo.pdb,1vmo.pdb,0.9155152553238517,1.2833102
2o7g.pdb,2o7g.pdb,0.9769043684658107,0.41316804
2kw8.pdb,2kw8.pdb,0.9146463253238831,1.2827376
4abm.pdb,4abm.pdb,0.9367532587253922,0.75283444
2q9r.pdb,2q9r.pdb,0.968832797832498,0.7647871
2r9i.pdb,2r9i.pdb,0.8382726098738991,1.7069337
4fcz.pdb,4fcz.pdb,0.9507594404017967,1.0233208
1z7p.pdb,1z7p.pdb,0.9000179533586036,1.5843911
1f9x.pdb,1f9x.pdb,0.6232493915031488,4.126417
3cm1.pdb,3cm1.pdb,0.9439291243532205,0.8810182
2gbo.pdb,2gbo.pdb,0.5807155344542707,23.606031
2wz9.pdb,2wz9.pdb,0.8775616423464425,6.25836
3f4r.pdb,3f4r.pdb,0.9384548845237903,1.2368021
3tow.pdb,3tow.pdb,0.9403271185578022,1.0518115
3f40.pdb,3f40.pdb,0.966094671068846,0.66621596
2auv.pdb,2auv.pdb,0.4218166602216019,6.3106275
1dzf.pdb,1dzf.pdb,0.9348644341175624,1.3429093
3oaj.pdb,3oaj.pdb,0.985126112889078,0.6624898
3eck.pdb,3eck.pdb,0.9252564738292508,3.0982337
1pvt.pdb,1pvt.pdb,0.9747568263140785,0.782225
2q22.pdb,2q22.pdb,0.9513594150154893,0.8813446
1ar0.pdb,1ar0.pdb,0.9736966505202972,0.5378738
1waz.pdb,1waz.pdb,0.57177288617935,4.567646
1u69.pdb,1u69.pdb,0.9691350779903712,0.7424417
3can.pdb,3can.pdb,0.9658743867996457,0.68711984
3on9.pdb,3on9.pdb,0.38323179844550154,12.520809
4u13.pdb,4u13.pdb,0.9882199476397061,0.36134622
4oeb.pdb,4oeb.pdb,0.9824838561484834,0.4517681
1h75.pdb,1h75.pdb,0.9580765033497677,0.62527376
1obs.pdb,1obs.pdb,0.9716536573083887,0.82533723
2krt.pdb,2krt.pdb,0.5129798993646298,5.823989
3ef8.pdb,3ef8.pdb,0.8688496667267255,3.926691
1ka2.pdb,1ka2.pdb,0.9833238222965672,0.8647639
2gxf.pdb,2gxf.pdb,0.8682325156158506,1.692178
2vsg.pdb,2vsg.pdb,0.9184412762750996,1.8715411
3bcv.pdb,3bcv.pdb,0.8613323953863774,2.7900484
1zde.pdb,1zde.pdb,0.9104857117175731,1.9760754
2p7s.pdb,2p7s.pdb,0.9267083694131291,0.9762964
1idp.pdb,1idp.pdb,0.9729024706072346,0.6312788
1qto.pdb,1qto.pdb,0.9498125205278264,0.842401
4mnn.pdb,4mnn.pdb,0.9493336599081884,1.0611912
3hkv.pdb,3hkv.pdb,0.9583804798378327,0.8306928
2g5x.pdb,2g5x.pdb,0.7982710561529374,3.4554536
1z6n.pdb,1z6n.pdb,0.965845864492436,0.79294616
3ga4.pdb,3ga4.pdb,0.971141371381402,0.6465327
2nxv.pdb,2nxv.pdb,0.9002225162446325,2.7950025
2qzi.pdb,2qzi.pdb,0.9079561780883564,1.6546314
2dpw.pdb,2dpw.pdb,0.9592041236843629,0.9515508
1mgr.pdb,1mgr.pdb,0.9577945128618162,0.62074137
1vp2.pdb,1vp2.pdb,0.973860850616631,0.71525294
2kyy.pdb,2kyy.pdb,0.7872125678821599,9.254124
1tzf.pdb,1tzf.pdb,0.8951772855928327,2.287037
2c0n.pdb,2c0n.pdb,0.8048057397017405,5.279774
1gh2.pdb,1gh2.pdb,0.9756481052147645,0.49415636
1jc4.pdb,1jc4.pdb,0.921258614814701,1.223483
3b7c.pdb,3b7c.pdb,0.9670051001693813,0.6058847
1zsw.pdb,1zsw.pdb,0.9587541055088836,1.6821263
1x59.pdb,1x59.pdb,0.6207039093179723,10.508037
3ocr.pdb,3ocr.pdb,0.9595558108095548,1.0298048
3ukm.pdb,3ukm.pdb,0.8300063398158668,3.016635
3rhe.pdb,3rhe.pdb,0.922172617704527,1.0551995
4lws.pdb,4lws.pdb,0.4751090762907799,33.149326
2cw9.pdb,2cw9.pdb,0.9192462322776719,1.5275029
1jjo.pdb,1jjo.pdb,0.3904325299792728,7.00735
1qg8.pdb,1qg8.pdb,0.8382701225272289,6.7962723
4l3u.pdb,4l3u.pdb,0.8884284779852067,1.3937868
2bo4.pdb,2bo4.pdb,0.9554605419337854,1.272355
3d5n.pdb,3d5n.pdb,0.9639265677850032,0.78155935
5go5.pdb,5go5.pdb,0.9757491093145648,1.3892689
4ihu.pdb,4ihu.pdb,0.9659665443572906,0.77099943
2k9p.pdb,2k9p.pdb,0.5160681778377609,5.7982817
3ghj.pdb,3ghj.pdb,0.9357510790402211,0.9460858
4hc5.pdb,4hc5.pdb,0.9572125851406385,0.7638273
3k0z.pdb,3k0z.pdb,0.9412754491182272,1.0114549
3p2a.pdb,3p2a.pdb,0.9723666618332181,0.6507651
1wpi.pdb,1wpi.pdb,0.5621009410243933,6.2544312
1sed.pdb,1sed.pdb,0.5543023404366842,6.5459747
3er7.pdb,3er7.pdb,0.9778793804327214,0.4981902
1nw2.pdb,1nw2.pdb,0.9824999083931073,0.42612696
3tzt.pdb,3tzt.pdb,0.9499248067373278,1.0578377
2ehp.pdb,2ehp.pdb,0.39257319180300315,9.970684
1r26.pdb,1r26.pdb,0.9305214169218919,2.2331436
1ac1.pdb,1ac1.pdb,0.9807853449007423,0.6109938
2zyq.pdb,2zyq.pdb,0.9666110925371001,0.9643645
2qh0.pdb,2qh0.pdb,0.9242721149458591,1.1217469
3gzb.pdb,3gzb.pdb,0.8929619355257288,1.9472297
2m46.pdb,2m46.pdb,0.893293109944755,1.3681867
4f9z.pdb,4f9z.pdb,0.6363712844111078,6.3861012
4exr.pdb,4exr.pdb,0.969799645276295,0.6300909
4ddn.pdb,4ddn.pdb,0.9009832425053271,1.5771561
2qh9.pdb,2qh9.pdb,0.9859027292760013,0.50311595
5aig.pdb,5aig.pdb,0.9640555803379426,0.6780673
2lqt.pdb,2lqt.pdb,0.6365895132034994,3.4379659
2dbc.pdb,2dbc.pdb,0.8174528387456778,4.263564
2ro1.pdb,2ro1.pdb,0.46048048642205325,8.75951
2jac.pdb,2jac.pdb,0.9793072882961625,0.5065034
3goc.pdb,3goc.pdb,0.9592282633121588,1.296653
1avv.pdb,1avv.pdb,0.41030012403441646,10.0183735
3myd.pdb,3myd.pdb,0.9500697388519764,1.4551812
2krx.pdb,2krx.pdb,0.3473867868927286,15.484814
4it7.pdb,4it7.pdb,0.9468062273183796,0.7782845
1ezr.pdb,1ezr.pdb,0.9747199241186288,0.79267186
2rjb.pdb,2rjb.pdb,0.9560622587519818,1.3131433
2xt3.pdb,2xt3.pdb,0.9387375461995024,1.4111612
3oc9.pdb,3oc9.pdb,0.9753795358649103,0.9669797
1sg7.pdb,1sg7.pdb,0.7824934115303971,1.9340729
3f4s.pdb,3f4s.pdb,0.9522141937185524,1.0351967
3r6a.pdb,3r6a.pdb,0.9118833851480129,1.1459041
1rwz.pdb,1rwz.pdb,0.9773517663625835,0.76978475
2r0s.pdb,2r0s.pdb,0.7531632977822649,3.889107
1j4s.pdb,1j4s.pdb,0.9353765607691764,1.0933442
2pjs.pdb,2pjs.pdb,0.8629627037683146,1.4875686
4n30.pdb,4n30.pdb,0.9554048820692819,0.90331125
2cx3.pdb,2cx3.pdb,0.9408163833729345,1.1580495
4ebg.pdb,4ebg.pdb,0.5096857197171003,13.177044
3u97.pdb,3u97.pdb,0.9617152396402557,0.51115453
1x3z.pdb,1x3z.pdb,0.8860564442443684,2.187674
1u97.pdb,1u97.pdb,0.3328596643629627,10.750799
3ckj.pdb,3ckj.pdb,0.9168151265440962,1.8453872
2kaa.pdb,2kaa.pdb,0.4167126330530981,10.939292
1wff.pdb,1wff.pdb,0.4760948799322419,18.791916
3g16.pdb,3g16.pdb,0.8370681912850128,5.235087
2k54.pdb,2k54.pdb,0.8924049179398766,1.3533345
3lh4.pdb,3lh4.pdb,0.9004651338225813,2.1807165
2f86.pdb,2f86.pdb,0.9453861222270115,0.9307805
1ce7.pdb,1ce7.pdb,0.8894032165175649,2.0078342
1wfh.pdb,1wfh.pdb,0.5751921602700995,8.591221
2pos.pdb,2pos.pdb,0.9668019366098293,0.5304899
3h51.pdb,3h51.pdb,0.9070843658784585,2.9505434
1d0d.pdb,1d0d.pdb,0.7739244618803833,1.8477019
1qwz.pdb,1qwz.pdb,0.8856605132307981,5.532732
3zi1.pdb,3zi1.pdb,0.9469952508434406,1.2536986
1lcs.pdb,1lcs.pdb,0.546052866298167,8.190555
3ot2.pdb,3ot2.pdb,0.9910946561339536,0.39697108
3iv4.pdb,3iv4.pdb,0.9670172992026221,0.569122
1huf.pdb,1huf.pdb,0.6498999963690196,6.824592
4lgq.pdb,4lgq.pdb,0.9896315383004006,0.388742
3gwr.pdb,3gwr.pdb,0.9165687823099229,1.2199806
2r01.pdb,2r01.pdb,0.97090005934654,0.7806852
4mzc.pdb,4mzc.pdb,0.9812773779521176,0.44130027
2mc8.pdb,2mc8.pdb,0.9106050401708377,1.1321692
2nrj.pdb,2nrj.pdb,0.9134354245508771,1.8430948
2vkl.pdb,2vkl.pdb,0.6093096833440098,3.580899
3gzr.pdb,3gzr.pdb,0.9400403106103281,1.1807871
3ga2.pdb,3ga2.pdb,0.9623522723769389,1.0705678
3d4e.pdb,3d4e.pdb,0.8786775436757854,1.662846
2pxg.pdb,2pxg.pdb,0.3363549477460949,15.293672
4kt7.pdb,4kt7.pdb,0.9323652717058114,1.3206815
1prz.pdb,1prz.pdb,0.9633014426029386,1.0139673
3duk.pdb,3duk.pdb,0.9011424354252524,1.2673401
2y1s.pdb,2y1s.pdb,0.8450315737179286,1.7276269
3bu2.pdb,3bu2.pdb,0.8493151033029466,5.644745
4ml1.pdb,4ml1.pdb,0.8209398519629426,4.469265
4lx3.pdb,4lx3.pdb,0.9649659667249657,0.6198282
3eby.pdb,3eby.pdb,0.9455350006290374,0.9879608
3ehc.pdb,3ehc.pdb,0.9824715444137656,0.48853925
3fcn.pdb,3fcn.pdb,0.9267297656972593,1.1759062
3kp8.pdb,3kp8.pdb,0.9853407293424259,0.380641
3ktb.pdb,3ktb.pdb,0.9554178306136368,0.70496964
1zma.pdb,1zma.pdb,0.9437941009241352,0.8535065
4nsp.pdb,4nsp.pdb,0.9832714532849839,0.60280603
3fsd.pdb,3fsd.pdb,0.9766163658748191,0.46979937
4x2o.pdb,4x2o.pdb,0.7995216395711293,5.6686964
3mqm.pdb,3mqm.pdb,0.9542879919186348,0.7790667
3c7m.pdb,3c7m.pdb,0.9517203136136959,1.0125008
3sk2.pdb,3sk2.pdb,0.7859839719910922,3.3312378
3en8.pdb,3en8.pdb,0.9154151792941324,1.1842812
4m6r.pdb,4m6r.pdb,0.9670404055840375,0.9383418
2vrz.pdb,2vrz.pdb,0.8410286024707205,1.7081763
1c7h.pdb,1c7h.pdb,0.9565772644357079,0.78428936
1bct.pdb,1bct.pdb,0.49225958573341133,9.528096
2lja.pdb,2lja.pdb,0.780161830010388,3.6098704
3tco.pdb,3tco.pdb,0.9564869971705673,0.71798223
2jmz.pdb,2jmz.pdb,0.8921081454424784,1.7398682
2l5o.pdb,2l5o.pdb,0.8548518263638923,3.604681
1sdi.pdb,1sdi.pdb,0.97186029559788,0.7137924
1vpa.pdb,1vpa.pdb,0.9160125128696746,1.7914495
4w4k.pdb,4w4k.pdb,0.8082883786862929,1.5890836
1s5a.pdb,1s5a.pdb,0.9740162205482873,0.61730236
2lrc.pdb,2lrc.pdb,0.8341643995408027,1.7045043
1s3a.pdb,1s3a.pdb,0.7144020874836741,2.3131094
1d1r.pdb,1d1r.pdb,0.7552429377304283,2.5980613
1ecs.pdb,1ecs.pdb,0.958272843831113,0.66888124
4pav.pdb,4pav.pdb,0.9398872406925524,1.0663772
2ls5.pdb,2ls5.pdb,0.9075468252204776,1.7125163
3e0r.pdb,3e0r.pdb,0.9414077136948658,1.2302039
2lus.pdb,2lus.pdb,0.8485399230138492,1.8618902
1zgr.pdb,1zgr.pdb,0.6380175973522685,15.987633
4ec6.pdb,4ec6.pdb,0.9603448161702859,0.6524204
3c8i.pdb,3c8i.pdb,0.6258345861316559,6.7149944
3g67.pdb,3g67.pdb,0.6554141216541022,4.525633
3raz.pdb,3raz.pdb,0.9554945885384831,0.824791
2jq5.pdb,2jq5.pdb,0.793998258677647,3.8957353
2cvb.pdb,2cvb.pdb,0.9682989327803543,0.6622946
1wjk.pdb,1wjk.pdb,0.7490902934409892,7.8620644
2pb9.pdb,2pb9.pdb,0.9772864386403524,0.63316596
1gwy.pdb,1gwy.pdb,0.9880570533671864,0.446303
2gtv.pdb,2gtv.pdb,0.7774012517697158,2.15007
3t8i.pdb,3t8i.pdb,0.9896311522990184,0.5431095
1x4t.pdb,1x4t.pdb,0.7025687654325273,6.591319
1i6i.pdb,1i6i.pdb,0.9437746588373304,1.2764293
2fy6.pdb,2fy6.pdb,0.9532356940503524,0.8437977
1df4.pdb,1df4.pdb,0.5384408097683936,19.666824
3ngw.pdb,3ngw.pdb,0.9641384749808685,0.82651854
3his.pdb,3his.pdb,0.8225823535563708,4.112725
2gta.pdb,2gta.pdb,0.8566232972656977,1.4674386
3g4n.pdb,3g4n.pdb,0.5280510262881739,12.633981
3nqz.pdb,3nqz.pdb,0.9202122834036166,1.2912204
2a15.pdb,2a15.pdb,0.9412391494373521,0.93189925
4ux7.pdb,4ux7.pdb,0.939439249739257,1.214216
1t6l.pdb,1t6l.pdb,0.917202346712375,1.6576246
4rt5.pdb,4rt5.pdb,0.9573257885141022,0.8951527
1bjx.pdb,1bjx.pdb,0.8090710538090695,4.1578984
3a57.pdb,3a57.pdb,0.5106638890828309,12.033857
3erw.pdb,3erw.pdb,0.9322444693119798,1.038199
3fkf.pdb,3fkf.pdb,0.9815350936312981,0.51359385
3b59.pdb,3b59.pdb,0.9677645472682102,0.9418853
3cnx.pdb,3cnx.pdb,0.9407460502692363,1.0894083
1syr.pdb,1syr.pdb,0.9854483294015857,0.38524866
3zbh.pdb,3zbh.pdb,0.9642129223762568,0.6082195
1f9z.pdb,1f9z.pdb,0.916599942991963,1.2210616
1q98.pdb,1q98.pdb,0.9724353392375169,0.6136966
2z7b.pdb,2z7b.pdb,0.9819960441093676,0.6235837
2k6v.pdb,2k6v.pdb,0.884138603243581,1.7123965
2vsh.pdb,2vsh.pdb,0.9632664577400485,0.905557
3hx8.pdb,3hx8.pdb,0.9665298859934073,0.63462925
